iter	readout	layer_idx	layer	within	between	separation	z	p	minpair
220000	final	16	L15	-0.0279	-0.0855	0.0575	2.765	0.0130	1
220000	after	0	embed	-0.1109	-0.0094	-0.1015	-0.799	0.6860	1
220000	after	1	L00	-0.1112	-0.0083	-0.1029	-1.119	0.9840	0
220000	after	2	L01	-0.1002	-0.0155	-0.0847	-1.218	0.9600	0
220000	after	3	L02	-0.0973	-0.0221	-0.0752	-1.253	0.9510	0
220000	after	4	L03	-0.0881	-0.0305	-0.0577	-1.555	0.9830	0
220000	after	5	L04	-0.0792	-0.0394	-0.0398	-1.220	0.9200	0
220000	after	6	L05	-0.0426	-0.0713	0.0287	1.114	0.1220	0
220000	after	7	L06	-0.0055	-0.1043	0.0988	4.078	0.0000	2
220000	after	8	L07	0.0401	-0.1444	0.1844	6.889	0.0000	4
220000	after	9	L08	0.1114	-0.2055	0.3169	9.843	0.0000	9
220000	after	10	L09	0.1213	-0.2135	0.3348	9.554	0.0000	9
220000	after	11	L10	0.1241	-0.2156	0.3397	9.227	0.0000	9
220000	after	12	L11	0.1354	-0.2266	0.3620	9.444	0.0010	9
220000	after	13	L12	0.1398	-0.2299	0.3696	9.419	0.0000	9
220000	after	14	L13	0.1427	-0.2318	0.3745	10.217	0.0000	9
220000	after	15	L14	0.1395	-0.2287	0.3682	9.080	0.0000	9
220000	after	16	L15	0.1395	-0.2284	0.3680	9.134	0.0000	9
240000	final	0	embed	-0.0921	-0.0170	-0.0750	-1.305	0.9470	0
240000	final	1	L00	-0.0865	-0.0279	-0.0585	-0.886	0.8110	2
240000	final	2	L01	-0.0860	-0.0284	-0.0576	-0.913	0.8030	2
240000	final	3	L02	-0.0904	-0.0272	-0.0632	-1.173	0.9090	0
240000	final	4	L03	-0.0880	-0.0316	-0.0565	-1.689	0.9780	0
240000	final	5	L04	-0.0804	-0.0382	-0.0423	-1.585	0.9670	0
240000	final	6	L05	-0.0724	-0.0452	-0.0272	-1.205	0.8960	0
240000	final	7	L06	-0.0585	-0.0577	-0.0008	-0.027	0.4920	0
240000	final	8	L07	-0.0353	-0.0788	0.0434	2.256	0.0230	0
240000	final	9	L08	-0.0265	-0.0867	0.0603	3.064	0.0040	0
240000	final	10	L09	-0.0192	-0.0934	0.0743	3.659	0.0020	1
240000	final	11	L10	-0.0171	-0.0953	0.0782	3.859	0.0010	1
240000	final	12	L11	-0.0161	-0.0961	0.0800	4.176	0.0000	1
240000	final	13	L12	-0.0110	-0.1006	0.0897	4.405	0.0000	1
240000	final	14	L13	-0.0092	-0.1022	0.0930	4.701	0.0000	1
240000	final	15	L14	-0.0075	-0.1037	0.0961	4.906	0.0000	1
240000	final	16	L15	-0.0045	-0.1063	0.1018	4.504	0.0020	3
240000	after	0	embed	-0.1099	-0.0082	-0.1017	-0.773	1.0000	1
240000	after	1	L00	-0.1054	-0.0010	-0.1045	-1.014	0.9940	0
240000	after	2	L01	-0.0998	-0.0155	-0.0843	-1.200	0.9650	0
240000	after	3	L02	-0.0983	-0.0210	-0.0773	-1.319	0.9630	0
240000	after	4	L03	-0.0894	-0.0298	-0.0595	-1.598	0.9800	0
240000	after	5	L04	-0.0765	-0.0394	-0.0371	-1.145	0.9120	0
240000	after	6	L05	-0.0387	-0.0749	0.0362	1.478	0.0710	0
240000	after	7	L06	0.0132	-0.1207	0.1339	5.404	0.0000	2
240000	after	8	L07	0.0611	-0.1626	0.2237	7.981	0.0000	7
240000	after	9	L08	0.1339	-0.2241	0.3580	10.164	0.0000	9
240000	after	10	L09	0.1483	-0.2355	0.3839	9.740	0.0000	9
240000	after	11	L10	0.1537	-0.2394	0.3930	10.037	0.0000	9
240000	after	12	L11	0.1596	-0.2458	0.4054	10.463	0.0000	9
240000	after	13	L12	0.1630	-0.2488	0.4118	9.616	0.0000	9
240000	after	14	L13	0.1637	-0.2491	0.4128	9.599	0.0000	9
240000	after	15	L14	0.1650	-0.2500	0.4149	9.678	0.0000	9
240000	after	16	L15	0.1808	-0.2635	0.4443	9.944	0.0000	9
260000	final	0	embed	-0.0914	-0.0174	-0.0741	-1.297	0.9490	0
260000	final	1	L00	-0.0877	-0.0285	-0.0592	-0.880	0.8030	2
260000	final	2	L01	-0.0873	-0.0289	-0.0584	-0.828	0.7910	2
260000	final	3	L02	-0.0909	-0.0277	-0.0631	-1.243	0.9220	0
260000	final	4	L03	-0.0859	-0.0338	-0.0521	-1.620	0.9770	0
260000	final	5	L04	-0.0771	-0.0414	-0.0357	-1.328	0.9310	0
260000	final	6	L05	-0.0708	-0.0472	-0.0236	-1.024	0.8480	0
260000	final	7	L06	-0.0584	-0.0584	-0.0000	0.054	0.4720	0
260000	final	8	L07	-0.0360	-0.0786	0.0426	2.174	0.0200	0
260000	final	9	L08	-0.0314	-0.0826	0.0512	2.565	0.0100	0
260000	final	10	L09	-0.0257	-0.0879	0.0622	3.365	0.0010	0
260000	final	11	L10	-0.0253	-0.0883	0.0630	3.322	0.0040	0
260000	final	12	L11	-0.0252	-0.0883	0.0631	3.333	0.0000	0
260000	final	13	L12	-0.0210	-0.0919	0.0709	3.902	0.0010	0
260000	final	14	L13	-0.0206	-0.0923	0.0718	3.990	0.0010	1
260000	final	15	L14	-0.0182	-0.0944	0.0762	3.986	0.0000	1
260000	final	16	L15	-0.0148	-0.0973	0.0824	3.594	0.0070	1
260000	after	0	embed	-0.1100	-0.0083	-0.1017	-0.816	0.6850	1
260000	after	1	L00	-0.1080	-0.0030	-0.1051	-1.040	0.9930	0
260000	after	2	L01	-0.1019	-0.0167	-0.0852	-1.166	0.9600	0
260000	after	3	L02	-0.0983	-0.0209	-0.0774	-1.335	0.9500	0
260000	after	4	L03	-0.0859	-0.0327	-0.0532	-1.650	0.9770	0
260000	after	5	L04	-0.0741	-0.0436	-0.0305	-1.094	0.8680	0
260000	after	6	L05	-0.0365	-0.0773	0.0408	1.748	0.0510	0
260000	after	7	L06	0.0136	-0.1205	0.1340	5.630	0.0000	3
260000	after	8	L07	0.0597	-0.1604	0.2201	8.237	0.0000	5
260000	after	9	L08	0.1301	-0.2222	0.3523	9.187	0.0000	9
260000	after	10	L09	0.1433	-0.2324	0.3758	9.368	0.0000	9
260000	after	11	L10	0.1468	-0.2346	0.3814	10.285	0.0000	9
260000	after	12	L11	0.1461	-0.2356	0.3817	10.552	0.0000	9
260000	after	13	L12	0.1481	-0.2373	0.3854	10.849	0.0000	9
260000	after	14	L13	0.1507	-0.2393	0.3899	9.850	0.0000	9
260000	after	15	L14	0.1520	-0.2403	0.3923	9.313	0.0000	9
260000	after	16	L15	0.1601	-0.2471	0.4072	9.295	0.0000	9
280000	final	0	embed	-0.0906	-0.0175	-0.0731	-1.207	0.9590	0
280000	final	1	L00	-0.0863	-0.0267	-0.0596	-0.915	0.8270	2
280000	final	2	L01	-0.0853	-0.0276	-0.0578	-0.866	0.7850	2
280000	final	3	L02	-0.0912	-0.0258	-0.0654	-1.213	0.9230	0
280000	final	4	L03	-0.0872	-0.0320	-0.0552	-1.717	0.9910	0
280000	final	5	L04	-0.0771	-0.0410	-0.0361	-1.279	0.9080	0
280000	final	6	L05	-0.0713	-0.0467	-0.0246	-1.134	0.8750	0
280000	final	7	L06	-0.0600	-0.0569	-0.0030	-0.140	0.5330	0
280000	final	8	L07	-0.0389	-0.0761	0.0372	1.764	0.0510	0
280000	final	9	L08	-0.0339	-0.0804	0.0465	2.314	0.0200	0
280000	final	10	L09	-0.0287	-0.0852	0.0565	2.943	0.0040	0
280000	final	11	L10	-0.0286	-0.0854	0.0568	2.960	0.0040	0
280000	final	12	L11	-0.0287	-0.0853	0.0567	3.108	0.0000	0
280000	final	13	L12	-0.0251	-0.0885	0.0634	3.462	0.0010	0
280000	final	14	L13	-0.0254	-0.0882	0.0628	3.392	0.0010	0
280000	final	15	L14	-0.0257	-0.0878	0.0620	3.325	0.0020	1
280000	final	16	L15	-0.0268	-0.0865	0.0597	2.727	0.0150	2
280000	after	0	embed	-0.1096	-0.0079	-0.1017	-0.817	1.0000	1
280000	after	1	L00	-0.1075	-0.0070	-0.1006	-1.042	0.9740	0
280000	after	2	L01	-0.1019	-0.0167	-0.0852	-1.243	0.9610	0
280000	after	3	L02	-0.0976	-0.0230	-0.0745	-1.275	0.9510	0
280000	after	4	L03	-0.0847	-0.0336	-0.0511	-1.483	0.9740	0
280000	after	5	L04	-0.0711	-0.0447	-0.0264	-0.939	0.8220	0
280000	after	6	L05	-0.0280	-0.0844	0.0564	2.347	0.0210	0
280000	after	7	L06	0.0363	-0.1414	0.1778	7.013	0.0000	5
280000	after	8	L07	0.0775	-0.1775	0.2550	8.764	0.0000	8
280000	after	9	L08	0.1243	-0.2168	0.3410	8.953	0.0010	9
280000	after	10	L09	0.1382	-0.2284	0.3666	9.644	0.0000	9
280000	after	11	L10	0.1420	-0.2309	0.3729	9.906	0.0000	9
280000	after	12	L11	0.1453	-0.2350	0.3803	10.252	0.0000	9
280000	after	13	L12	0.1494	-0.2384	0.3878	10.825	0.0000	9
280000	after	14	L13	0.1514	-0.2398	0.3912	9.348	0.0000	9
280000	after	15	L14	0.1513	-0.2397	0.3909	9.920	0.0000	9
280000	after	16	L15	0.1465	-0.2363	0.3828	9.440	0.0000	9
300000	final	0	embed	-0.0895	-0.0175	-0.0720	-1.199	0.9430	2
300000	final	1	L00	-0.0877	-0.0276	-0.0601	-0.910	0.8270	2
300000	final	2	L01	-0.0876	-0.0279	-0.0598	-0.866	0.8010	2
300000	final	3	L02	-0.0927	-0.0251	-0.0676	-1.264	0.9360	0
300000	final	4	L03	-0.0875	-0.0321	-0.0554	-1.836	0.9940	0
300000	final	5	L04	-0.0776	-0.0411	-0.0365	-1.422	0.9390	0
300000	final	6	L05	-0.0706	-0.0477	-0.0229	-1.031	0.8550	0
300000	final	7	L06	-0.0578	-0.0592	0.0013	0.021	0.4700	0
300000	final	8	L07	-0.0342	-0.0803	0.0461	2.627	0.0100	0
300000	final	9	L08	-0.0276	-0.0861	0.0584	3.051	0.0040	1
300000	final	10	L09	-0.0212	-0.0919	0.0706	3.580	0.0000	1
300000	final	11	L10	-0.0214	-0.0917	0.0702	3.729	0.0010	0
300000	final	12	L11	-0.0218	-0.0914	0.0696	3.630	0.0020	0
300000	final	13	L12	-0.0182	-0.0944	0.0762	4.165	0.0000	1
300000	final	14	L13	-0.0192	-0.0935	0.0743	4.031	0.0000	0
300000	final	15	L14	-0.0202	-0.0926	0.0724	3.954	0.0010	2
300000	final	16	L15	-0.0198	-0.0927	0.0729	3.336	0.0070	1
300000	after	0	embed	-0.1097	-0.0080	-0.1017	-0.805	0.7260	1
300000	after	1	L00	-0.1082	-0.0047	-0.1035	-1.054	0.9840	0
300000	after	2	L01	-0.1010	-0.0154	-0.0857	-1.162	0.9650	0
300000	after	3	L02	-0.0994	-0.0204	-0.0790	-1.311	0.9720	0
300000	after	4	L03	-0.0862	-0.0313	-0.0549	-1.684	0.9830	0
300000	after	5	L04	-0.0747	-0.0413	-0.0334	-1.240	0.9220	0
300000	after	6	L05	-0.0327	-0.0801	0.0474	2.029	0.0360	0
300000	after	7	L06	0.0308	-0.1362	0.1670	6.451	0.0000	4
300000	after	8	L07	0.0731	-0.1731	0.2461	8.452	0.0000	7
300000	after	9	L08	0.1234	-0.2157	0.3390	9.892	0.0000	9
300000	after	10	L09	0.1347	-0.2247	0.3594	9.835	0.0000	9
300000	after	11	L10	0.1406	-0.2291	0.3698	10.289	0.0000	9
300000	after	12	L11	0.1425	-0.2316	0.3742	9.350	0.0010	9
300000	after	13	L12	0.1462	-0.2345	0.3807	10.208	0.0000	9
300000	after	14	L13	0.1496	-0.2371	0.3867	9.902	0.0000	9
300000	after	15	L14	0.1501	-0.2373	0.3875	10.387	0.0000	9
300000	after	16	L15	0.1661	-0.2513	0.4174	9.610	0.0000	9
320000	final	0	embed	-0.0893	-0.0173	-0.0720	-1.203	0.9370	2
320000	final	1	L00	-0.0865	-0.0266	-0.0599	-0.951	0.8400	2
320000	final	2	L01	-0.0862	-0.0271	-0.0591	-0.937	0.8330	2
320000	final	3	L02	-0.0906	-0.0265	-0.0641	-1.185	0.9170	0
320000	final	4	L03	-0.0845	-0.0347	-0.0498	-1.656	0.9750	0
320000	final	5	L04	-0.0774	-0.0412	-0.0361	-1.422	0.9440	0
320000	final	6	L05	-0.0685	-0.0493	-0.0192	-0.862	0.8090	0
320000	final	7	L06	-0.0546	-0.0619	0.0074	0.384	0.3280	0
320000	final	8	L07	-0.0316	-0.0826	0.0509	2.746	0.0060	1
320000	final	9	L08	-0.0267	-0.0869	0.0602	3.071	0.0050	1
320000	final	10	L09	-0.0199	-0.0931	0.0732	3.956	0.0000	1
320000	final	11	L10	-0.0205	-0.0926	0.0721	3.747	0.0010	1
320000	final	12	L11	-0.0207	-0.0924	0.0717	3.729	0.0010	0
320000	final	13	L12	-0.0168	-0.0958	0.0790	4.419	0.0000	1
320000	final	14	L13	-0.0192	-0.0936	0.0744	3.940	0.0010	1
320000	final	15	L14	-0.0192	-0.0935	0.0743	4.040	0.0020	0
320000	final	16	L15	-0.0176	-0.0949	0.0773	3.366	0.0060	2
320000	after	0	embed	-0.1100	-0.0083	-0.1016	-0.847	1.0000	1
320000	after	1	L00	-0.1102	-0.0038	-0.1064	-1.084	0.9980	0
320000	after	2	L01	-0.1010	-0.0152	-0.0857	-1.244	0.9650	0
320000	after	3	L02	-0.0981	-0.0212	-0.0769	-1.300	0.9530	0
320000	after	4	L03	-0.0843	-0.0334	-0.0510	-1.566	0.9700	0
320000	after	5	L04	-0.0747	-0.0405	-0.0342	-1.183	0.8940	0
320000	after	6	L05	-0.0320	-0.0801	0.0480	2.085	0.0220	0
320000	after	7	L06	0.0415	-0.1452	0.1867	7.056	0.0000	6
320000	after	8	L07	0.0817	-0.1799	0.2615	9.280	0.0000	8
320000	after	9	L08	0.1286	-0.2194	0.3480	9.378	0.0000	9
320000	after	10	L09	0.1402	-0.2289	0.3691	9.958	0.0000	9
320000	after	11	L10	0.1421	-0.2300	0.3721	10.443	0.0000	9
320000	after	12	L11	0.1446	-0.2342	0.3788	10.061	0.0000	9
320000	after	13	L12	0.1469	-0.2361	0.3830	10.643	0.0000	9
320000	after	14	L13	0.1505	-0.2388	0.3893	9.941	0.0000	9
320000	after	15	L14	0.1496	-0.2378	0.3874	9.457	0.0000	9
320000	after	16	L15	0.1643	-0.2508	0.4151	9.773	0.0000	9
340000	final	0	embed	-0.0894	-0.0173	-0.0720	-1.215	0.9440	2
340000	final	1	L00	-0.0855	-0.0264	-0.0591	-0.900	0.8160	2
340000	final	2	L01	-0.0861	-0.0264	-0.0597	-0.901	0.8250	2
340000	final	3	L02	-0.0921	-0.0247	-0.0674	-1.265	0.9400	0
340000	final	4	L03	-0.0861	-0.0333	-0.0528	-1.731	0.9780	0
340000	final	5	L04	-0.0747	-0.0434	-0.0313	-1.147	0.8850	0
340000	final	6	L05	-0.0662	-0.0513	-0.0149	-0.704	0.7510	0
340000	final	7	L06	-0.0525	-0.0637	0.0111	0.512	0.2910	0
340000	final	8	L07	-0.0236	-0.0894	0.0659	3.481	0.0020	1
340000	final	9	L08	-0.0189	-0.0936	0.0747	3.824	0.0010	1
340000	final	10	L09	-0.0120	-0.1000	0.0881	4.455	0.0000	1
340000	final	11	L10	-0.0124	-0.0997	0.0872	4.750	0.0000	1
340000	final	12	L11	-0.0116	-0.1004	0.0888	4.503	0.0020	1
340000	final	13	L12	-0.0086	-0.1030	0.0944	4.863	0.0010	1
340000	final	14	L13	-0.0108	-0.1009	0.0901	4.998	0.0000	1
340000	final	15	L14	-0.0133	-0.0987	0.0854	4.347	0.0000	1
340000	final	16	L15	-0.0102	-0.1010	0.0908	4.058	0.0030	4
340000	after	0	embed	-0.1100	-0.0085	-0.1016	-0.747	0.7690	1
340000	after	1	L00	-0.1121	-0.0046	-0.1075	-1.134	0.9990	0
340000	after	2	L01	-0.1033	-0.0133	-0.0900	-1.290	0.9840	0
340000	after	3	L02	-0.1004	-0.0200	-0.0805	-1.377	0.9730	0
340000	after	4	L03	-0.0858	-0.0312	-0.0545	-1.622	0.9840	0
340000	after	5	L04	-0.0745	-0.0413	-0.0332	-1.145	0.9090	0
340000	after	6	L05	-0.0302	-0.0821	0.0519	2.412	0.0150	0
340000	after	7	L06	0.0259	-0.1313	0.1572	6.558	0.0000	5
340000	after	8	L07	0.0700	-0.1703	0.2403	8.206	0.0000	8
340000	after	9	L08	0.1260	-0.2179	0.3439	9.482	0.0000	9
340000	after	10	L09	0.1375	-0.2271	0.3646	10.474	0.0000	9
340000	after	11	L10	0.1382	-0.2269	0.3652	9.965	0.0000	9
340000	after	12	L11	0.1434	-0.2331	0.3765	9.611	0.0010	9
340000	after	13	L12	0.1486	-0.2376	0.3862	10.073	0.0000	9
340000	after	14	L13	0.1533	-0.2412	0.3944	10.392	0.0000	9
340000	after	15	L14	0.1536	-0.2412	0.3949	10.215	0.0000	9
340000	after	16	L15	0.1710	-0.2568	0.4278	10.462	0.0000	9
360000	final	0	embed	-0.0894	-0.0179	-0.0715	-1.210	0.9350	2
360000	final	1	L00	-0.0862	-0.0283	-0.0579	-0.877	0.8040	2
360000	final	2	L01	-0.0864	-0.0285	-0.0579	-0.873	0.7930	2
360000	final	3	L02	-0.0902	-0.0269	-0.0633	-1.124	0.9150	0
360000	final	4	L03	-0.0859	-0.0337	-0.0522	-1.684	0.9810	0
360000	final	5	L04	-0.0766	-0.0415	-0.0350	-1.380	0.9410	0
360000	final	6	L05	-0.0682	-0.0493	-0.0189	-0.856	0.7960	0
360000	final	7	L06	-0.0552	-0.0611	0.0059	0.336	0.3480	0
360000	final	8	L07	-0.0293	-0.0844	0.0551	2.821	0.0040	0
360000	final	9	L08	-0.0246	-0.0886	0.0640	3.358	0.0010	1
360000	final	10	L09	-0.0191	-0.0937	0.0745	3.876	0.0000	1
360000	final	11	L10	-0.0211	-0.0920	0.0709	3.743	0.0010	1
360000	final	12	L11	-0.0199	-0.0929	0.0730	3.986	0.0010	1
360000	final	13	L12	-0.0152	-0.0971	0.0819	4.432	0.0000	1
360000	final	14	L13	-0.0159	-0.0963	0.0804	4.612	0.0000	1
360000	final	15	L14	-0.0157	-0.0964	0.0807	4.337	0.0010	2
360000	final	16	L15	-0.0118	-0.0995	0.0877	4.135	0.0010	3
360000	after	0	embed	-0.1103	-0.0087	-0.1016	-0.796	0.7710	1
360000	after	1	L00	-0.1130	-0.0064	-0.1066	-1.093	0.9990	0
360000	after	2	L01	-0.1037	-0.0153	-0.0885	-1.202	0.9700	0
360000	after	3	L02	-0.1000	-0.0199	-0.0801	-1.424	0.9700	0
360000	after	4	L03	-0.0848	-0.0332	-0.0516	-1.616	0.9760	0
360000	after	5	L04	-0.0747	-0.0421	-0.0325	-1.190	0.8940	0
360000	after	6	L05	-0.0302	-0.0822	0.0520	2.323	0.0200	0
360000	after	7	L06	0.0401	-0.1443	0.1844	7.155	0.0000	5
360000	after	8	L07	0.0860	-0.1843	0.2703	8.471	0.0000	9
360000	after	9	L08	0.1346	-0.2255	0.3600	10.720	0.0000	9
360000	after	10	L09	0.1472	-0.2354	0.3826	10.490	0.0000	9
360000	after	11	L10	0.1453	-0.2330	0.3782	11.186	0.0000	9
360000	after	12	L11	0.1480	-0.2363	0.3843	10.641	0.0000	9
360000	after	13	L12	0.1533	-0.2406	0.3939	9.251	0.0000	9
360000	after	14	L13	0.1583	-0.2445	0.4028	9.430	0.0000	9
360000	after	15	L14	0.1593	-0.2449	0.4042	10.246	0.0000	9
360000	after	16	L15	0.1735	-0.2572	0.4306	10.108	0.0000	9
380000	final	0	embed	-0.0892	-0.0181	-0.0711	-1.232	0.9380	2
380000	final	1	L00	-0.0870	-0.0273	-0.0597	-0.885	0.8070	2
380000	final	2	L01	-0.0868	-0.0275	-0.0592	-0.907	0.8110	2
380000	final	3	L02	-0.0918	-0.0259	-0.0659	-1.265	0.9250	0
380000	final	4	L03	-0.0855	-0.0342	-0.0513	-1.614	0.9740	0
380000	final	5	L04	-0.0759	-0.0427	-0.0331	-1.250	0.9060	0
380000	final	6	L05	-0.0667	-0.0510	-0.0158	-0.807	0.7940	0
380000	final	7	L06	-0.0535	-0.0628	0.0092	0.479	0.3100	0
380000	final	8	L07	-0.0262	-0.0874	0.0611	3.367	0.0030	1
380000	final	9	L08	-0.0224	-0.0908	0.0684	3.642	0.0010	1
380000	final	10	L09	-0.0165	-0.0962	0.0797	4.329	0.0010	1
380000	final	11	L10	-0.0179	-0.0949	0.0770	4.133	0.0000	1
380000	final	12	L11	-0.0183	-0.0946	0.0763	4.307	0.0000	1
380000	final	13	L12	-0.0144	-0.0980	0.0837	4.709	0.0000	1
380000	final	14	L13	-0.0154	-0.0971	0.0817	4.614	0.0000	1
380000	final	15	L14	-0.0158	-0.0966	0.0808	4.624	0.0010	1
380000	final	16	L15	-0.0134	-0.0984	0.0850	3.911	0.0020	4
380000	after	0	embed	-0.1102	-0.0086	-0.1016	-0.766	0.9870	1
380000	after	1	L00	-0.1126	-0.0052	-0.1074	-1.134	0.9980	0
380000	after	2	L01	-0.1022	-0.0169	-0.0853	-1.180	0.9620	0
380000	after	3	L02	-0.0999	-0.0201	-0.0798	-1.335	0.9650	0
380000	after	4	L03	-0.0864	-0.0321	-0.0543	-1.659	0.9840	0
380000	after	5	L04	-0.0749	-0.0417	-0.0332	-1.194	0.9100	0
380000	after	6	L05	-0.0367	-0.0764	0.0397	1.951	0.0320	0
380000	after	7	L06	0.0303	-0.1357	0.1660	7.085	0.0000	5
380000	after	8	L07	0.0820	-0.1809	0.2628	9.237	0.0000	8
380000	after	9	L08	0.1351	-0.2263	0.3613	9.966	0.0000	9
380000	after	10	L09	0.1445	-0.2337	0.3782	10.525	0.0000	9
380000	after	11	L10	0.1434	-0.2322	0.3756	10.714	0.0000	9
380000	after	12	L11	0.1441	-0.2344	0.3785	10.679	0.0000	9
380000	after	13	L12	0.1478	-0.2374	0.3853	9.907	0.0000	9
380000	after	14	L13	0.1527	-0.2412	0.3939	9.618	0.0000	9
380000	after	15	L14	0.1511	-0.2396	0.3907	10.298	0.0000	9
380000	after	16	L15	0.1538	-0.2421	0.3958	10.136	0.0000	9
400000	final	0	embed	-0.0891	-0.0184	-0.0707	-1.177	0.9350	2
400000	final	1	L00	-0.0872	-0.0274	-0.0598	-0.895	0.8020	2
400000	final	2	L01	-0.0868	-0.0280	-0.0589	-0.899	0.8050	2
400000	final	3	L02	-0.0912	-0.0256	-0.0656	-1.243	0.9330	0
400000	final	4	L03	-0.0846	-0.0344	-0.0502	-1.605	0.9720	0
400000	final	5	L04	-0.0745	-0.0436	-0.0309	-1.196	0.9000	0
400000	final	6	L05	-0.0641	-0.0534	-0.0108	-0.495	0.6670	0
400000	final	7	L06	-0.0502	-0.0657	0.0155	0.766	0.2180	0
400000	final	8	L07	-0.0263	-0.0872	0.0609	3.253	0.0020	1
400000	final	9	L08	-0.0217	-0.0913	0.0696	3.750	0.0010	1
400000	final	10	L09	-0.0166	-0.0960	0.0794	4.090	0.0000	1
400000	final	11	L10	-0.0196	-0.0933	0.0737	3.956	0.0000	1
400000	final	12	L11	-0.0196	-0.0933	0.0736	4.219	0.0000	1
400000	final	13	L12	-0.0147	-0.0977	0.0830	4.842	0.0000	1
400000	final	14	L13	-0.0150	-0.0973	0.0823	4.910	0.0000	1
400000	final	15	L14	-0.0170	-0.0956	0.0786	4.410	0.0010	1
400000	final	16	L15	-0.0173	-0.0950	0.0778	3.528	0.0040	4
400000	after	0	embed	-0.1105	-0.0090	-0.1015	-0.786	0.6880	1
400000	after	1	L00	-0.1133	-0.0058	-0.1075	-1.038	0.9950	0
400000	after	2	L01	-0.1034	-0.0154	-0.0880	-1.315	0.9730	0
400000	after	3	L02	-0.0994	-0.0209	-0.0784	-1.377	0.9660	0
400000	after	4	L03	-0.0856	-0.0322	-0.0534	-1.549	0.9780	0
400000	after	5	L04	-0.0732	-0.0427	-0.0305	-1.061	0.8720	0
400000	after	6	L05	-0.0281	-0.0843	0.0562	2.502	0.0130	0
400000	after	7	L06	0.0421	-0.1459	0.1880	7.662	0.0000	5
400000	after	8	L07	0.0934	-0.1907	0.2841	8.607	0.0000	9
400000	after	9	L08	0.1309	-0.2215	0.3524	10.495	0.0000	9
400000	after	10	L09	0.1418	-0.2302	0.3720	10.148	0.0000	9
400000	after	11	L10	0.1396	-0.2275	0.3671	10.078	0.0000	9
400000	after	12	L11	0.1381	-0.2281	0.3661	10.099	0.0000	9
400000	after	13	L12	0.1416	-0.2310	0.3725	10.221	0.0010	9
400000	after	14	L13	0.1452	-0.2337	0.3789	9.102	0.0000	9
400000	after	15	L14	0.1445	-0.2328	0.3773	10.101	0.0000	9
400000	after	16	L15	0.1554	-0.2420	0.3974	9.291	0.0000	9
420000	final	0	embed	-0.0889	-0.0186	-0.0703	-1.168	0.9290	2
420000	final	1	L00	-0.0868	-0.0276	-0.0592	-0.857	0.7880	2
420000	final	2	L01	-0.0865	-0.0279	-0.0586	-0.868	0.7840	2
420000	final	3	L02	-0.0917	-0.0254	-0.0663	-1.283	0.9370	0
420000	final	4	L03	-0.0850	-0.0344	-0.0506	-1.687	0.9810	0
420000	final	5	L04	-0.0739	-0.0444	-0.0295	-1.226	0.9060	0
420000	final	6	L05	-0.0643	-0.0532	-0.0111	-0.596	0.6940	0
420000	final	7	L06	-0.0504	-0.0654	0.0150	0.857	0.1930	0
420000	final	8	L07	-0.0257	-0.0876	0.0619	3.569	0.0000	1
420000	final	9	L08	-0.0202	-0.0925	0.0723	3.973	0.0000	1
420000	final	10	L09	-0.0142	-0.0980	0.0838	4.662	0.0000	1
420000	final	11	L10	-0.0168	-0.0957	0.0788	4.410	0.0000	1
420000	final	12	L11	-0.0170	-0.0955	0.0785	4.362	0.0000	1
420000	final	13	L12	-0.0127	-0.0993	0.0866	4.772	0.0000	1
420000	final	14	L13	-0.0127	-0.0992	0.0865	4.800	0.0000	2
420000	final	15	L14	-0.0153	-0.0969	0.0816	4.713	0.0000	2
420000	final	16	L15	-0.0130	-0.0986	0.0856	3.885	0.0020	3
420000	after	0	embed	-0.1106	-0.0091	-0.1015	-0.835	0.9460	1
420000	after	1	L00	-0.1125	-0.0056	-0.1069	-1.153	1.0000	0
420000	after	2	L01	-0.1035	-0.0151	-0.0884	-1.316	0.9760	0
420000	after	3	L02	-0.0994	-0.0201	-0.0793	-1.384	0.9760	0
420000	after	4	L03	-0.0849	-0.0330	-0.0519	-1.650	0.9860	0
420000	after	5	L04	-0.0749	-0.0421	-0.0328	-1.200	0.9000	0
420000	after	6	L05	-0.0282	-0.0845	0.0563	2.461	0.0140	0
420000	after	7	L06	0.0552	-0.1578	0.2131	7.989	0.0000	8
420000	after	8	L07	0.1002	-0.1973	0.2974	9.486	0.0000	9
420000	after	9	L08	0.1408	-0.2313	0.3721	10.199	0.0000	9
420000	after	10	L09	0.1507	-0.2392	0.3898	10.185	0.0000	9
420000	after	11	L10	0.1452	-0.2338	0.3791	10.655	0.0000	9
420000	after	12	L11	0.1457	-0.2352	0.3809	9.534	0.0000	9
420000	after	13	L12	0.1475	-0.2368	0.3843	10.849	0.0000	9
420000	after	14	L13	0.1520	-0.2405	0.3925	9.819	0.0000	9
420000	after	15	L14	0.1499	-0.2383	0.3881	10.373	0.0000	9
420000	after	16	L15	0.1527	-0.2407	0.3934	9.481	0.0000	9
440000	final	0	embed	-0.0885	-0.0189	-0.0697	-1.150	0.9300	2
440000	final	1	L00	-0.0872	-0.0279	-0.0593	-0.888	0.8010	2
440000	final	2	L01	-0.0870	-0.0280	-0.0589	-0.869	0.8000	2
440000	final	3	L02	-0.0919	-0.0255	-0.0664	-1.336	0.9460	0
